,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
0,2-s2.0-84930145366,10.1142/S0218213014600239,,,Human decision making model for autonomic cyber systems,cp,Conference Paper,Mertoguno J.S.,,Office of Naval Research,Arlington,United States,,,,,2014-12-29,29 December 2014,International Journal on Artificial Intelligence Tools,02182130,4700152645,17936349,Journal,23,6,1460023,,,,7,0,,,,,
1,2-s2.0-84911446431,10.1177/0013164414520629,,,Learning Computerese: The Role of Second Language Learning Aptitude in Technology Acceptance,ar,Article,Warner J.A.,,Sam Houston State University,Huntsville,United States,,,,,2014-12-24,24 December 2014,Educational and Psychological Measurement,00131644,13563,15523888,Journal,74,6,,991-1017,,,6,0,,,,,
2,2-s2.0-84921763993,10.1109/ICECCO.2014.6997546,,,Embedded computer system based mobile robots,cp,Conference Paper,Comlekciler I.T.,,Nile University of Nigeria,Abuja,Nigeria,,,,,2014-12-23,23 December 2014,"Proceedings of the 11th International Conference on Electronics, Computer and Computation, ICECCO 2014",,21100369083,,Conference Proceeding,,,6997546,,,,0,0,,,,,
3,2-s2.0-84921325844,10.1109/iTAG.2014.15,,,Teaching computational thinking by playing games and building robots,cp,Conference Paper,Roscoe J.F.,,Aberystwyth University,Aberystwyth,United Kingdom,,,,,2014-12-16,16 December 2014,"Proceedings - 2014 International Conference on Interactive Technologies and Games, iTAG 2014",,21100367882,,Conference Proceeding,,,6990184,9-12,,,17,0,,,,,
4,2-s2.0-84920173344,10.1109/ICCAS.2014.6987866,,,A quadrocopter automatic control contest as an example of interdisciplinary design education,cp,Conference Paper,Nitschke C.,,Kyoto University,Kyoto,Japan,,,,,2014-12-16,16 December 2014,"International Conference on Control, Automation and Systems",15987833,21100197515,,Conference Proceeding,,,6987866,678-685,,,20,0,,,,,
5,2-s2.0-84938878335,10.4204/EPTCS.170.2,,,Functional automata: Formal languages for computer science students,cp,Conference Paper,Morazán M.T.,,Seton Hall University,South Orange,United States,,,,,2014-12-12,12 December 2014,"Electronic Proceedings in Theoretical Computer Science, EPTCS",20752180,21100244944,,Conference Proceeding,170,,,19-32,,,5,1,repositoryam,Green,,,
6,2-s2.0-84920887650,10.1109/DEVLRN.2014.6982982,,,Learning and using context on a humanoid robot using latent dirichlet allocation,cp,Conference Paper,Celikkanat H.,,Middle East Technical University (METU),Ankara,Turkey,,,,,2014-12-11,11 December 2014,IEEE ICDL-EPIROB 2014 - 4th Joint IEEE International Conference on Development and Learning and on Epigenetic Robotics,,21100366648,,Conference Proceeding,,,6982982,201-207,,,6,0,repositoryam,Green,,,
7,2-s2.0-84916614189,10.1021/ed500049m,,,Introduction to classical density functional theory by a computational experiment,ar,Article,Jeanmairet G.,,CNRS Centre National de la Recherche Scientifique;Sorbonne Université;École Normale Supérieure,Paris;Paris;Paris,France;France;France,,,,,2014-12-09,9 December 2014,Journal of Chemical Education,00219584,24169,19381328,Journal,91,12,,2112-2115,,,6,0,repositoryam,Green,,,
8,2-s2.0-84920276220,10.3969/j.issn.0258-2724.2014.06.015,,,A review of developments in reinforcement learning for multi-robot systems,ar,Article,Ma L.,,Southwest Jiaotong University,Chengdu,China,,,,,2014-12-01,1 December 2014,Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University,02582724,26207,,Journal,49,6,,1032-1044,,,5,0,,,,,
9,2-s2.0-84919710909,10.1109/TAMD.2014.2359912,,,Learning from demonstration in robots using the shared circuits model,ar,Article,Suleman K.,,National University of Computer and Emerging Sciences Islamabad,Islamabad,Pakistan,,,,,2014-12-01,1 December 2014,IEEE Transactions on Autonomous Mental Development,19430604,19700177024,,Journal,6,4,6914535,244-258,,,2,0,,,,,
